"date","AI.PA.Adjusted"
2009-03-12,20.9297218322754
2009-03-13,20.7704467773438
2009-03-16,21.3872222900391
2009-03-17,20.6179466247559
2009-03-18,20.4010620117188
2009-03-19,20.8077220916748
2009-03-20,21.3363914489746
2009-03-23,21.5532779693604
2009-03-24,21.8396396636963
2009-03-25,21.4177227020264
2009-03-26,21.5990257263184
2009-03-27,21.1076431274414
2009-03-30,20.3756427764893
2009-03-31,20.7551937103271
2009-04-01,21.011058807373
2009-04-02,21.8243865966797
2009-04-03,21.8040542602539
2009-04-06,21.8243865966797
2009-04-07,21.4312782287598
2009-04-08,21.922664642334
2009-04-09,22.6326351165771
2009-04-14,22.5868854522705
2009-04-15,22.4276103973389
2009-04-16,22.6411075592041
2009-04-17,22.4140510559082
2009-04-20,21.6718864440918
2009-04-21,21.7972793579102
2009-04-22,22.3123874664307
2009-04-23,21.9718055725098
2009-04-24,22.3581352233887
2009-04-27,22.2818851470947
2009-04-28,21.0449485778809
2009-04-29,21.0618877410889
2009-04-30,20.9619178771973
2009-05-04,21.5464992523193
2009-05-05,21.2753887176514
2009-05-06,21.3618087768555
2009-05-07,20.8822822570801
2009-05-08,22.0514469146729
2009-05-11,21.7735576629639
2009-05-12,22.1124420166016
2009-05-13,21.65966796875
2009-05-14,21.6403617858887
2009-05-15,21.7491664886475
2009-05-18,22.0913848876953
2009-05-19,22.0703220367432
2009-05-20,23.1654186248779
2009-05-21,22.2984714508057
2009-05-22,22.7512512207031
2009-05-25,22.6652488708496
2009-05-26,22.9478034973145
2009-05-27,22.8653182983398
2009-05-28,22.7617778778076
2009-05-29,23.0109844207764
2009-06-01,23.7094535827637
2009-06-02,23.7971973419189
2009-06-03,23.4848232269287
2009-06-04,23.0425720214844
2009-06-05,23.1812076568604
2009-06-08,23.2040252685547
2009-06-09,23.0987319946289
2009-06-10,23.4391918182373
2009-06-11,23.6813793182373
2009-06-12,23.4286632537842
2009-06-15,22.9565773010254
2009-06-16,23.1741905212402
2009-06-17,22.726676940918
